loss,accuracy,val_loss,val_accuracy
"[0.05142992362380028, 1.2560113646031823e-05, 5.145252544025425e-06, 3.203033884346951e-06, 1.5983054026946775e-06, 8.356293506039947e-07, 5.048282218922395e-07, 3.5844368539983407e-07, 2.6380828899164044e-07, 2.0180543458536704e-07, 1.5611887249633583e-07]","[0.984499990940094, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[4.689991328632459e-05, 1.7378968550474383e-05, 1.011309814202832e-05, 6.4418113652209286e-06, 4.1483745008008555e-06, 2.8132885745435487e-06, 2.0408360796864145e-06, 1.5354002016465529e-06, 1.173010218735726e-06, 9.298266832047375e-07, 7.533989219155046e-07]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
