loss,accuracy,val_loss,val_accuracy
"[0.03197869658470154, 0.042753543704748154, 0.0035543623380362988, 0.037161193788051605, 0.011227266862988472, 0.006637653801590204, 0.0037390263751149178, 0.0072458102367818356, 0.0017754841828718781, 0.002649608999490738, 0.00010998126526828855, 0.01771116442978382]","[0.9917500019073486, 0.9971250295639038, 0.9994999766349792, 0.9978749752044678, 0.999625027179718, 0.9994999766349792, 0.999750018119812, 0.9992499947547913, 0.999875009059906, 0.999750018119812, 0.999875009059906, 0.9984999895095825]","[0.02298625558614731, 0.00020873997709713876, 0.02978646010160446, 4.482201987343615e-08, 0.0003603994264267385, 2.994487857677086e-08, 0.0024995184503495693, 9.441319726022357e-09, 0.000526058953255415, 4.1222715481126215e-06, 0.0, 2.861022529998536e-10]","[0.9976000189781189, 1.0, 0.9976000189781189, 1.0, 1.0, 1.0, 0.9991999864578247, 1.0, 1.0, 1.0, 1.0, 1.0]"
