loss,accuracy,val_loss,val_accuracy
"[0.0559067465364933, 1.1430005542933941e-05, 3.062700898226467e-06, 2.6657683065423043e-06, 2.214094593000482e-06, 7.510426485168864e-07, 3.40861873837639e-07, 3.052176111850713e-07, 2.589950724996015e-07, 1.774273670207549e-07, 1.4187338592819287e-07]","[0.9838749766349792, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.00010845070937648416, 5.095082997286227e-06, 2.99059661301726e-06, 1.5538591924268985e-06, 1.0074384135805303e-06, 6.038573019395699e-07, 4.765452956689842e-07, 3.712617342443991e-07, 2.8362049420138646e-07, 2.3622317257832037e-07, 1.88540099088641e-07]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
