loss,accuracy,val_loss,val_accuracy
"[0.02393103577196598, 1.0111406254509347e-06, 5.750306968366203e-07, 4.116357672501181e-07, 2.9646952270923066e-07, 2.387291146987991e-07, 1.7575797528479598e-07, 1.5297452193863137e-07, 1.250053003332141e-07, 1.045163671165028e-07, 8.864677170095092e-08]","[0.9940000176429749, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
