loss,accuracy,val_loss,val_accuracy
"[0.0518166609108448, 5.898998551856494e-06, 4.363273092167219e-06, 3.3549563340784516e-06, 2.5132308110187296e-06, 2.0344077711342834e-06, 1.6043048844949226e-06, 1.2777575193467783e-06, 1.0518615454202518e-06, 8.689391393090773e-07, 7.106017392288777e-07]","[0.9861249923706055, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[3.872035085805692e-05, 2.9851791623514146e-05, 2.3903523469925858e-05, 1.7773731087800115e-05, 1.559984593768604e-05, 1.2372496712487191e-05, 9.941129974322394e-06, 8.310618795803748e-06, 6.942291292943992e-06, 5.931514806434279e-06, 5.1019042075495236e-06]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
