loss,accuracy,val_loss,val_accuracy
"[0.049970101565122604, 0.034669920802116394, 0.004188780672848225, 0.00018017685215454549, 0.004456356167793274, 0.0005911500193178654, 0.00011532051576068625, 2.271126868436113e-05, 0.013365473598241806, 0.012095303274691105, 0.018186379224061966]","[0.9856250286102295, 0.9912499785423279, 0.9991250038146973, 1.0, 0.9991250038146973, 0.999875009059906, 1.0, 1.0, 0.9976249933242798, 0.9984999895095825, 0.9957500100135803]","[5.873153713764623e-05, 0.0008222361793741584, 0.0026672310195863247, 0.0006251946906559169, 0.0003194639284629375, 0.006159557495266199, 0.0008335936581715941, 0.0002357648336328566, 0.01386108249425888, 0.003281815443187952, 7.169782475102693e-05]","[1.0, 0.9991999864578247, 0.9991999864578247, 0.9991999864578247, 1.0, 0.9983999729156494, 0.9991999864578247, 1.0, 0.9976000189781189, 0.9991999864578247, 1.0]"
